main,sub,lat,lon,medium_desc,tucci_story,tags,source_url,
Forza d’Agrò,Borgo Medievale,37.937,15.345,Hilltop village above the Ionian coast; cobblestones and film memories.,You can almost hear The Godfather echo in the alleys.,forzaagro;village;historic;film;heritage,https://en.wikipedia.org/wiki/Forza_d%27Agr%C3%B2,
Forza d’Agrò,Chiesa della Santissima Trinità,37.937,15.345,16th-century church with sweeping sea views.,Faith and horizon meet without arguing.,forzaagro;church;view;baroque;heritage,MISSING,
Forza d’Agrò,Scifì,37.935,15.328,Rural hamlet below the main village; vineyards and silence.,"A rooster, a well, and time keeping no schedule.",forzaagro;village;agriculture;quiet;authentic,MISSING,
Francofonte,Centro Storico,37.222,14.826,Inland town of oranges and ochre walls; slow life and warm greetings.,A handshake can last an entire morning.,francofonte;village;inland;citrus;authentic,https://en.wikipedia.org/wiki/Francofonte,
Francofonte,Contrada Monaco,37.22,14.822,Rural area with citrus groves and narrow lanes.,The air hums with the smell of oranges and dust.,francofonte;countryside;citrus;quiet;farm,MISSING,
Francofonte,Bosco di Baulì,37.216,14.815,"Woodland area south of town; oaks, mushrooms, and forgotten paths.","The forest doesn’t speak, it listens.",francofonte;forest;hiking;nature;quiet,MISSING,
Francofonte,Passaneto,37.2154,14.8209,Plain of crops and wheat fields west of the town.,The wind carries the rhythm of work and faith.,francofonte;plain;agriculture;farm;authentic,MISSING,
Gangi,Borgo Antico,37.795,14.208,Ancient heart of the town; narrow alleys and carved balconies.,You lose yourself and find time instead.,gangi;historic;village;baroque;authentic,MISSING,
Gangi,Monte Marone,37.804,14.201,Mountain peak overlooking Madonie and Nebrodi ranges.,Sky so close it feels like a confession.,gangi;mountain;view;hiking;nature,MISSING,
Gangi,Contrada Magione,37.7958,14.2089,"Rural outskirts of Gangi, dotted with farms and olive trees.",The hills here whisper in dialect.,gangi;countryside;olive;farm;quiet,MISSING,
Gela,Centro Storico,37.069,14.25,Ancient Greek colony turned busy coastal town; mix of history and grit.,Faded grandeur meets fresh bread and laughter.,gela;historic;urban;coastal;heritage,https://en.wikipedia.org/wiki/Gela,
Gela,Lido di Gela,37.069,14.265,"Main beach area; locals, families, and summer chaos.",Umbrellas bloom like wildflowers on the sand.,gela;beach;family;urban;summer,MISSING,
Gela,Manfria,37.042,14.204,Low cliffs and sandy coves south of Gela; wilder and quieter.,Footprints vanish before the next story starts.,gela;coast;quiet;natural;sunset,MISSING,
Gela,Biviere di Gela (Nature Reserve),37.051,14.279,"Lake and wetland, rich in birds and reeds; protected sanctuary.",Herons draw calligraphy in the air.,gela;lake;reserve;birdwatching;nature,https://en.wikipedia.org/wiki/Biviere_di_Gela,
Gela,Macchitella,37.078,14.245,Modern coastal suburb with long promenade and sunset bars.,"The sea mirrors the neon lights, perfectly indifferent.",gela;seaside;urban;modern;sunset,MISSING,
Giardini Naxos,Schisò,37.819,15.266,Main bay and beach area of Naxos; volcanic sand and gentle surf.,Every evening feels like a slow encore.,naxos;beach;seaside;sunset;local-favorite,https://en.wikipedia.org/wiki/Giardini_Naxos,
Giardini Naxos,Recanati,37.822,15.273,Modern area with hotels and clubs; nightlife and rhythm.,Music spills into the sea like champagne.,naxos;nightlife;modern;seaside;party,MISSING,
Giardini Naxos,Calcarone,37.825,15.271,Rocky section of the coast with clear water and diving spots.,Boys leap from cliffs pretending they can fly.,naxos;coast;snorkeling;diving;local-life,MISSING,
Giardini Naxos,Porticciolo Saia,37.826,15.267,"Tiny port and fishing hub of Naxos; quiet mornings, slow boats.","Coffee, rope, and sea salt — the holy trifinity of work.",naxos;harbor;fishing;authentic;morning,MISSING,
Giardini Naxos,Chianchitta,37.827,15.259,"Residential neighborhood between Naxos and Taormina; simple, lived-in.","Life without performance, just breakfast and chores.",naxos;suburb;local-life;authentic;urban,MISSING,
Ispica,Centro Storico,36.786,14.905,Baroque town center with churches carved from honey-colored stone.,Every shadow smells faintly of incense.,ispica;historic;baroque;heritage;quiet,https://en.wikipedia.org/wiki/Ispica,
Ispica,Cava d’Ispica,36.798,14.905,Long canyon of prehistoric dwellings and tombs.,"History sleeps in the cliffs, dreaming of sunlight.",ispica;archaeology;canyon;historic;nature,https://en.wikipedia.org/wiki/Cava_d%27Ispica,
Ispica,Santa Maria del Focallo,36.732,14.893,Wide beach south of town; golden sand and gentle sea breeze.,"Seagulls as company, perfection as habit.",ispica;beach;coastal;relax;family,MISSING,
Ispica,Marza,36.746,14.89,Low rocky coast with crystal water; simple houses and silence.,"The sea hums softly, content to exist.",ispica;coast;quiet;authentic;swim,MISSING,
Ispica,Contrada Lanzagallo,36.7925,14.9064,Countryside area between Ispica and Pozzallo; citrus and carob trees.,Afternoons too hot to name.,ispica;countryside;citrus;carob;quiet,MISSING,
Lampedusa,Centro Storico,35.501,12.607,Lively island hub with narrow alleys and bright facades.,Even the shadows have color here.,lampedusa;island;village;harbor;local-life,https://en.wikipedia.org/wiki/Lampedusa,
Lampedusa,Cala Guitgia,35.496,12.608,Main town beach; turquoise bay with boats and sunbathers.,Salted skin and laughter in three languages.,lampedusa;beach;urban;swim;family,https://it.wikipedia.org/wiki/Cala_Guitgia,
Lampedusa,Cala Croce,35.495,12.61,"Smaller twin bay of Guitgia, calm and shallow.",Waves and whispers share the same rhythm.,lampedusa;cove;relax;quiet;romantic,https://it.wikipedia.org/wiki/Cala_Croce,
Lampedusa,Spiaggia dei Conigli,35.491,12.584,"Famous Rabbit Beach — white sand, turquoise water, protected paradise.",The kind of beauty that hushes everyone.,lampedusa;beach;unesco;protected;iconic,https://en.wikipedia.org/wiki/Spiaggia_dei_Conigli,
Lampedusa,Albero Sole,35.506,12.602,"Residential area near the port, sunny and lived-in.",Every doorway smells of sea and soap.,lampedusa;neighborhood;local-life;urban;authentic,MISSING,
Lampedusa,Capo Grecale,35.517,12.642,Northeast tip of the island; lighthouse and wild cliffs.,Wind so strong it rearranges your thoughts.,lampedusa;lighthouse;cliff;view;nature,https://it.wikipedia.org/wiki/Faro_di_Capo_Grecale,
Lampedusa,Cala Pisana,35.505,12.626,Small bay near airport; local diving spot and morning calm.,The sea greets you like an old friend.,lampedusa;cove;diving;morning;quiet,https://it.wikipedia.org/wiki/Cala_Pisana,
Lentini,Santa Croce,37.283,14.99,"Church quarter south of the center, serene and proud.",Stone saints watching scooters fly past.,lentini;church;historic;urban;authentic,https://en.wikipedia.org/wiki/Lentini,
Lentini,Lago di Lentini,37.288,14.92,"Artificial lake turned bird reserve; reeds, reflections, and calm.",The sky doubles itself every morning.,lentini;lake;birdwatching;reserve;nature,https://en.wikipedia.org/wiki/Lago_di_Lentini,
Lentini,Contrada Armicci,37.27,14.97,Rural area with citrus groves and dusty roads.,"Work, heat, and dignity.",lentini;countryside;citrus;farm;quiet,MISSING,
Lentini,Carlentini (border zone),37.286,14.955,Transition area toward Carlentini; open views and scattered farms.,A landscape drawn in chalk and memory.,lentini;border;agriculture;quiet;authentic,MISSING,
Letojanni,Lungomare Letojanni,37.858,15.304,Seaside promenade lined with cafés and parasols; Taormina’s gentle twin.,"Morning swims, evening walks, life well measured.",letojanni;seaside;beach;promenade;relax,https://en.wikipedia.org/wiki/Letojanni,
Letojanni,Mazzeo,37.855,15.3,Southern stretch of coast shared with Taormina; beach clubs and calm sea.,Music fades into waves — the good kind of repetition.,letojanni;beach;coast;sunset;local-favorite,MISSING,
Letojanni,Fondaco Parrino,37.861,15.312,"Small cove north of town; fishermen, rocks, and privacy.",The sea is louder than conversation.,letojanni;cove;quiet;romantic;authentic,MISSING,
Letojanni,Gallodoro,37.873,15.296,Hill village above Letojanni; medieval lanes and mountain air.,Laundry flutters like prayer flags over the valley.,letojanni;village;hill;historic;view,https://en.wikipedia.org/wiki/Gallodoro,
Levanzo,Cala Dogana,37.989,12.337,Tiny harbor and main landing point of Levanzo; pastel houses and still water.,The island greets you with silence and light.,levanzo;harbor;island;quiet;aeolian,https://en.wikipedia.org/wiki/Levanzo,
Levanzo,Cala Minnola,38.002,12.347,Cove with pine forest and turquoise bay; perfect for swimming and rest.,"Waves whisper, pines answer.",levanzo;cove;swimming;pine;peaceful,https://it.wikipedia.org/wiki/Cala_Minnola,
Levanzo,Cala Fredda,37.995,12.341,Small pebbly beach near the port; clear water and lazy charm.,Fishermen nap beside their boats.,levanzo;beach;local-life;quiet;authentic,https://it.wikipedia.org/wiki/Cala_Fredda,
Levanzo,Faraglione di Levanzo,38.001,12.339,Iconic rock formation just off the coast; diving and photo spot.,Nature showing off — again.,levanzo;rock;diving;landmark;sea,MISSING,
Levanzo,Grotta del Genovese,38.007,12.343,Cave with prehistoric paintings; reachable by boat or path.,The walls still remember who came first.,levanzo;cave;prehistoric;heritage;art,https://en.wikipedia.org/wiki/Grotta_del_Genovese,
Licata,Centro Storico,37.103,13.935,Old town with liberty buildings and fishermen’s alleys.,The sea hums through every street.,licata;historic;harbor;liberty;coastal,https://en.wikipedia.org/wiki/Licata,
Licata,Marianello,37.102,13.94,Main beach west of the port; soft sand and calm waves.,"Children collect shells, parents collect peace.",licata;beach;family;relax;local-favorite,MISSING,
Licata,Mollarella,37.093,13.932,Curved sandy bay surrounded by dunes and clear water.,The kind of place where time forgets its job.,licata;beach;natural;romantic;quiet,https://it.wikipedia.org/wiki/Spiaggia_di_Mollarella,
Licata,Poliscia,37.095,13.94,Residential seaside district south of Licata.,Fish grills and radio songs from every balcony.,licata;neighborhood;urban;local-life;coastal,MISSING,
Licata,Monte Sant’Angelo,37.108,13.943,Hilltop church and lookout point above the coast.,The sea kneels before the mountain.,licata;hill;church;view;heritage,MISSING,
Licata,Torre San Nicola,37.077,13.974,Coastal watchtower from the 16th century; waves licking its base.,History eroding gracefully.,licata;tower;heritage;coastal;historic,https://it.wikipedia.org/wiki/Torre_di_San_Nicola_(Licata),
Linosa,Faraglioni di Linosa,35.867,12.872,Basalt stacks rising from deep blue water.,Time forgot to break them.,linosa;rock;sea;landmark;wild,MISSING,
Linosa,Monte Vulcano,35.86,12.862,Dormant volcano forming the island’s heart.,"Heat, wind, and awe.",linosa;volcano;nature;hiking;view,MISSING,
Linosa,Punta Beppe Tuccio,35.866,12.873,North point of the island; cliffs and deep water.,Waves have the last word here.,linosa;cliff;coast;wild;diving,MISSING,
Linosa,Cala Pozzolana di Ponente,35.861,12.861,Western bay with black sand and red cliffs.,Beauty measured in silence.,linosa;beach;volcanic;quiet;romantic,MISSING,
Linosa,Cala Pozzolana di Levante,35.864,12.867,"Eastern bay, calm and shallow; sunrise swims and soft light.",Dawn paints everything forgiving.,linosa;beach;sunrise;swim;peace,MISSING,
Lipari,Centro Storico,38.4719,14.9542,"Capital of the Aeolian Islands; white alleys, cafés, and harbor charm.","Boats, bells, and the smell of sweet pastry.",lipari;island;historic;harbor;heritage,https://en.wikipedia.org/wiki/Lipari,
Lipari,Canneto,38.48,14.957,Seaside village north of town; long beach and colorful life.,"Children, gelato, and saltwater in the same breath.",lipari;village;beach;local-life;relax,https://it.wikipedia.org/wiki/Canneto_(Lipari),
Lipari,Pianoconte,38.466,14.936,Hill district above town with vineyards and wide views.,"Wine, wind, and horizon.",lipari;hill;vineyard;view;authentic,MISSING,
Lipari,Acquacalda,38.52,14.956,Quiet northern village with pumice cliffs and bright blue sea.,Peace so pure it hums.,lipari;village;coast;quiet;authentic,MISSING,
Lipari,Quattropani,38.492,14.909,"Rural western hills of Lipari; terraces, chapels, and slow sunsets.",Olive leaves flicker like tiny mirrors in the evening wind.,lipari;village;countryside;sunset;quiet,MISSING,
Lipari,Porticello,38.49,14.969,Old pumice-loading quay; white cliffs and cobalt water.,Footsteps crunch on pumice like fresh snow in July.,lipari;coast;pumice;industrial-heritage;photography,MISSING,
Lipari,Monte Guardia,38.458,14.934,High ridge above town with wide views over the Aeolian chain.,"Horizon for breakfast, islands for dessert.",lipari;mountain;viewpoint;hiking;nature,MISSING,
Lipari,Marina Corta,38.47,14.954,Picture-book harbor lined with cafés and fishing boats; Lipari’s evening living room.,"Clinking cups, rocking boats, and conversations that refuse to end.",lipari;harbor;seafront;nightlife;local-life,MISSING,
Marettimo,Centro Storico,37.968,12.064,"Tiny island village where time took a sabbatical; fishermen, cats, and calm.",The sound of nets drying in the wind is the island’s heartbeat.,marettimo;village;island;fishing;authentic,https://en.wikipedia.org/wiki/Marettimo,
Marettimo,Punta Troia,37.984,12.049,Northern cape crowned by a fortress; solitude and wind reign here.,"Salt on your lips, silence in your ears, peace without permission.",marettimo;fortress;view;cliff;wild,https://it.wikipedia.org/wiki/Castello_di_Punta_Troia,
Marettimo,Case Romane,37.977,12.059,"Roman-era ruins perched on the slope, overlooking infinite blue.",History doesn’t whisper here — it hums in stone and sea.,marettimo;ruins;heritage;historic;view,MISSING,
Marettimo,Scalo Vecchio,37.969,12.066,"Old landing pier and heart of the fishing life; boats, chatter, and espresso.","Every morning begins with ropes, coffee, and gossip.",marettimo;harbor;fishing;local-life;island,MISSING,
Marettimo,Cala Bianca,37.966,12.07,White rock bay with translucent water and endless sun.,"Here, blue has no competition.",marettimo;cove;swimming;natural;quiet,MISSING,
Marsala,Centro Storico,37.799,12.436,"Elegant streets, baroque churches, and Marsala wine cellars.","Amber light on stone, and glasses that never empty.",marsala;historic;wine;baroque;heritage,https://en.wikipedia.org/wiki/Marsala,
Marsala,Stagnone,37.86,12.468,Shallow lagoon dotted with salt flats and windmills; surreal at sunset.,"Water turns pink, salt turns gold, silence turns sacred.",marsala;lagoon;saltflats;sunset;photography,https://en.wikipedia.org/wiki/Stagnone,
Marsala,Isola di San Pantaleo (Mozia),37.869,12.471,"Phoenician island city, now ruins and reeds — fragile, eternal.",You walk where ships once prayed to the wind.,marsala;island;archaeology;heritage;unesco,https://en.wikipedia.org/wiki/Mozia,
Marsala,Birgi Vecchi,37.911,12.489,Salt pans and kitesurfers share the same horizon — old meets new.,"Wind and memory pull in opposite directions, both win.",marsala;coast;sport;saltflats;contrast,MISSING,
Marsala,Petrosino,37.6758,12.4667,Southern village of vineyards and low coastlines; quiet and local.,"Wine in the air, peace in the dust.",marsala;village;wine;coast;authentic,MISSING,
Marzamemi,Borgo Marinaro,36.744,15.115,Fishing village turned postcard beauty; tuna history and laughter at tables.,"Salt, wine, and humanity in perfect balance.",marzamemi;village;harbor;historic;romantic,https://en.wikipedia.org/wiki/Marzamemi,
Marzamemi,Porto Marzamemi,36.743,15.113,Tiny port with boats rocking in turquoise water.,The horizon smells faintly of grilled fish.,marzamemi;harbor;fishing;seafood;local-life,https://en.wikipedia.org/wiki/Marzamemi,
Marzamemi,Spinazza,36.747,15.109,"Main beach of Marzamemi; umbrellas, kids, and warm afternoons.","A sea made for stories, not speed.",marzamemi;beach;family;summer;relax,MISSING,
Marzamemi,Contrada Reitani,36.739,15.103,"Rural area south of town, where sand meets vineyards.",The silence tastes faintly of salt and grapes.,marzamemi;countryside;vineyard;quiet;authentic,MISSING,
Mazara del Vallo,Centro Storico,37.6517,12.5898,"Old port district mixing baroque, Arab, and Greek echoes.",Walls that remember every empire and every lunch.,mazara;historic;port;heritage;fusion,https://en.wikipedia.org/wiki/Mazara_del_Vallo,
Mazara del Vallo,Porto Canale,37.652,12.592,Fishing canal lined with boats and markets.,The smell of diesel and salt feels like home.,mazara;harbor;fishing;market;local-life,MISSING,
Mazara del Vallo,Tonnarella,37.647,12.587,Long sandy beach with clear water and beach bars.,"Laughter, music, and fried calamari — Sicilian essentials.",mazara;beach;summer;local-favorite;family,MISSING,
Mazara del Vallo,Boccarena,37.653,12.586,"Small cove near town; cliffs, calm, and crystal water.",The sea exhales slowly here.,mazara;cove;coast;swim;quiet,MISSING,
Menfi,Lido Fiori,37.592,12.975,Wide golden beach framed by dunes and vineyards.,Children chase waves while adults chase shade.,menfi;beach;family;vineyard;summer,MISSING,
Menfi,Porto Palo di Menfi,37.583,12.955,Fishing village and small port with seafood trattorie.,"Anchovies, laughter, and sunburned contentment.",menfi;village;harbor;seafood;authentic,https://en.wikipedia.org/wiki/Porto_Palo,
Menfi,Bertolino di Mare,37.585,12.962,Coastal area of dunes and pine trees; wild and uncrowded.,Silence broken only by the waves and your heartbeat.,menfi;coast;nature;quiet;relax,MISSING,
Menfi,Contrada Cipollazzo,37.5939,12.9532,Vineyard plains near the sea; the scent of earth and wine mingles.,"The kind of beauty you drink, not photograph.",menfi;countryside;vineyard;authentic;quiet,MISSING,
Messina,Centro Storico,38.1933,15.5542,"Port city rebuilt after the earthquake — grand, busy, alive.",A city that knows how to begin again.,messina;historic;urban;harbor;resilient,https://en.wikipedia.org/wiki/Messina,
Messina,Ganzirri,38.263,15.641,Lakeside suburb with seafood restaurants and wind on the water.,"Mussels, laughter, and floating reflections.",messina;lake;seafood;local-life;authentic,https://en.wikipedia.org/wiki/Ganzirri,
Messina,Torre Faro,38.275,15.651,Northern tip of Sicily with lighthouse and twin seas meeting.,"Two tides, one heartbeat.",messina;lighthouse;view;photography;coastal,https://en.wikipedia.org/wiki/Torre_Faro,
Messina,Annunziata,38.204,15.568,Residential quarter climbing the hills; green terraces and quiet rhythm.,The hum of life with a view.,messina;neighborhood;urban;hill;view,MISSING,
Messina,Paradiso,38.22,15.562,Elegant coastal district north of the center.,Palm trees and evening light doing their best impression of paradise.,messina;coast;urban;sunset;view,MISSING,
Messina,Contesse,38.154,15.546,"Southern extension of Messina; lively, local, real.","Traffic, markets, and the warmth that ignores formality.",messina;suburb;local-life;urban;authentic,MISSING,
Messina,Tremestieri,38.137,15.532,Port district and ferry terminal south of town.,"Engines, gulls, and the scent of departure.",messina;harbor;ferry;industrial;contrast,https://en.wikipedia.org/wiki/Tremestieri,
Messina,Camaro,38.165,15.543,Hill district with small streets and old charm.,"Laundry above, conversations below — everyday theater.",messina;neighborhood;hill;local-life;authentic,MISSING,
Milazzo,Centro Storico,38.2206,15.239,Old town near the harbor with lively evenings and narrow lanes.,"Wine glasses clinking, boats resting, moon approving.",milazzo;historic;harbor;nightlife;heritage,https://en.wikipedia.org/wiki/Milazzo,
Milazzo,Borgo Antico,38.226,15.238,Upper medieval quarter beneath the castle walls.,"Stone, echo, and endless sky.",milazzo;village;castle;historic;view,MISSING,
Milazzo,Capo Milazzo,38.269,15.247,Scenic headland with cliffs and paths to hidden bays.,Each wave introduces itself before it breaks.,milazzo;cliff;coast;hiking;photography,https://en.wikipedia.org/wiki/Milazzo#Geography,
Milazzo,Vaccarella,38.23,15.233,"Fishermen’s quarter by the sea, modest and authentic.","Boats as old as their owners, pride as young as their children.",milazzo;harbor;fishing;local-life;authentic,MISSING,
Milazzo,Ponente Beach,38.22,15.23,Long sandy beach with sunset view over the Aeolian Islands.,The horizon glows like a confession.,milazzo;beach;sunset;coastal;family,MISSING,
Milazzo,San Papino,38.225,15.236,Historic church and square near the old port.,Faith framed by sea breeze.,milazzo;church;heritage;view;historic,MISSING,
Mistretta,Centro Storico,37.929,14.358,Mountain town of narrow streets and clear air; Nebrodi at its feet.,Every echo smells of wood smoke.,mistretta;village;mountain;historic;authentic,https://en.wikipedia.org/wiki/Mistretta,
Mistretta,Parco dei Nebrodi (south sector),37.921,14.357,"Forested parkland south of town — boar, mist, and silence.",The forest has its own language — you listen.,mistretta;park;nature;forest;hiking,https://en.wikipedia.org/wiki/Nebrodi,
Mistretta,San Nicola,37.925,14.363,Rural quarter with small farms and stone walls.,Even the animals move thoughtfully here.,mistretta;village;farm;quiet;authentic,MISSING,
Mistretta,Piano della Corte,37.931,14.349,High plateau overlooking valleys and wind turbines.,Sicily’s quiet power in motion.,mistretta;plateau;view;wind;landscape,MISSING,
Mistretta,Portella di Bafò,37.9279,14.3538,Mountain pass with views toward the Tyrrhenian coast.,Clouds drift like slow travelers.,mistretta;mountain;pass;view;nature,MISSING,
Modica,Modica Alta,36.858,14.759,"Upper half of Modica — churches, steep alleys, and endless stairs.","Chocolate, bells, and vertigo.",modica;historic;baroque;hill;heritage,https://en.wikipedia.org/wiki/Modica,
Modica,Modica Bassa,36.857,14.764,"Lower town with shops, lights, and river memories.",Perfume of cacao and exhaust.,modica;urban;baroque;shopping;local-life,https://en.wikipedia.org/wiki/Modica,
Modica,Dente,36.845,14.767,Residential quarter south of the center; calm and local.,"Here, everyone waves — twice.",modica;neighborhood;authentic;urban;quiet,MISSING,
Modica,Frigintini,36.851,14.753,Countryside of olive and carob trees; rural calm and honesty.,The air smells of patience.,modica;countryside;olive;farm;quiet,https://en.wikipedia.org/wiki/Frigintini,
Modica,Marina di Modica,36.722,14.775,Coastal resort with wide beaches and surf breaks.,Summer is a verb here.,modica;beach;surf;summer;local-favorite,https://en.wikipedia.org/wiki/Marina_di_Modica,
Modica,Quartiere Cartellone,36.8533,14.7658,Old artisan district with narrow steps and drying laundry.,Stone and stories stitched together.,modica;neighborhood;artisan;historic;authentic,MISSING,
Monreale,San Martino delle Scale,38.0919,13.2566,Monastery in the hills surrounded by pine and silence.,"Monks, wind, and eternity sharing the same air.",monreale;monastery;forest;spiritual;heritage,https://en.wikipedia.org/wiki/San_Martino_delle_Scale,
Monreale,Pioppo,38.05,13.2333,Hill village in the valley below Monreale; peaceful and green.,You hear roosters before church bells.,monreale;village;hill;authentic;quiet,https://it.wikipedia.org/wiki/Pioppo_(Monreale),
Monreale,Villaciambra,38.061,13.32,Residential suburb with terraces and lemon groves.,"Sicilian suburbia, warm and fragrant.",monreale;neighborhood;local-life;urban;authentic,MISSING,
Monreale,Grisì,37.9534,13.0913,"Rural hamlet west of town; olives, bread, and patience.",The good kind of nothing happens here.,monreale;village;countryside;olive;quiet,MISSING,
Monreale,Aquino,38.07388,13.3025,"Calm area near Monreale’s eastern edge; local, simple, content.",Evening lights flicker like small confessions.,monreale;suburb;quiet;authentic;residential,MISSING,
Nicolosi,Monti Rossi,37.616,15.027,Twin craters born from Etna’s 1669 eruption; forested and peaceful today.,"Ash became earth, earth became memory.",nicolosi;etna;volcano;hiking;nature,https://en.wikipedia.org/wiki/Monti_Rossi,
Nicolosi,Etna Sud,37.699,14.998,"Southern slope of Etna, gateway for excursions and lava views.",The ground breathes — you can feel it under your feet.,nicolosi;etna;volcano;view;adventure,https://en.wikipedia.org/wiki/Mount_Etna,
Nicolosi,Rifugio Sapienza,37.703,15.002,"Mountain base with cable car, trails, and steaming vents.",Coffee at 1900 meters tastes like triumph.,nicolosi;mountain;basecamp;hiking;volcano,MISSING,
Nicosia,Centro Storico,37.751,14.392,"High inland town of arches, towers, and cool mountain air.","Time lingers here, reluctant to move on.",nicosia;historic;mountain;heritage;quiet,"https://en.wikipedia.org/wiki/Nicosia,_Sicily",
Nicosia,Santa Maria Maggiore,37.752,14.39,Gothic-Catalan cathedral dominating the skyline.,Faith carved in volcanic stone.,nicosia;church;heritage;architecture;historic,MISSING,
Nicosia,San Michele,37.753,14.389,Medieval church with frescoes and panoramic steps.,Even silence sounds holy here.,nicosia;church;historic;hill;view,MISSING,
Nicosia,San Felice,37.748,14.398,Hilltop sanctuary surrounded by cypresses and solitude.,You hear your own thoughts for once — and they’re kind.,nicosia;sanctuary;hill;nature;quiet,MISSING,
Nicosia,Villadoro,37.819,14.319,"Small rural village north of Nicosia, olive and wheat fields.",Everything smells of bread and patience.,nicosia;village;countryside;authentic;quiet,MISSING,
Noto,Centro Storico,36.89,15.067,"Baroque capital of Sicily, golden stone glowing at sunset.",A city designed to make you believe in light.,noto;baroque;historic;unesco;architecture,https://en.wikipedia.org/wiki/Noto,
Noto,Noto Antica,36.918,15.015,Ruins of the original Noto destroyed by the 1693 quake.,"Crumbling stone, eternal dignity.",noto;ruins;heritage;earthquake;historic,https://en.wikipedia.org/wiki/Noto_Antica,
Noto,Lido di Noto,36.867,15.083,Beach district south of town; calm sea and slow rhythm.,Seagulls handle the schedule here.,noto;beach;summer;relax;family,MISSING,
Noto,Calabernardo,36.855,15.12,Fishing hamlet with low houses and crystal water.,The air smells like salt and nostalgia.,noto;village;fishing;coast;authentic,MISSING,
Noto,Vendicari (Nature Reserve),36.815,15.083,Protected wetlands and dunes with flamingos and ancient salt pans.,Silence hums louder than people ever could.,noto;reserve;nature;birdwatching;unesco,https://en.wikipedia.org/wiki/Vendicari_Nature_Reserve,
Ortigia,Duomo,37.059,15.292,Baroque cathedral built atop an ancient Greek temple.,Faith layered over marble and centuries.,ortigia;cathedral;baroque;historic;unesco,https://en.wikipedia.org/wiki/Cathedral_of_Syracuse,
Ortigia,Fonte Aretusa,37.059,15.29,Freshwater spring beside the sea; myth of Arethusa still lingers.,Water remembers what stories forget.,ortigia;spring;mythology;heritage;coastal,https://en.wikipedia.org/wiki/Fountain_of_Arethusa,
Ortigia,Foro Italico,37.058,15.294,Seaside promenade with sunset views and local life.,"Teenagers, gelato, and the slow applause of waves.",ortigia;promenade;view;local-life;sunset,MISSING,
Ortigia,Maniace,37.056,15.292,Castle and lighthouse at the island’s tip; proud and salt-streaked.,"Stone and sea, both undefeated.",ortigia;castle;lighthouse;view;heritage,https://en.wikipedia.org/wiki/Castello_Maniace,
Ortigia,Piazza Archimede,37.061,15.293,Central square surrounded by palazzi and fountains.,"Cafés clink, pigeons argue, life continues.",ortigia;square;fountain;urban;local-life,https://en.wikipedia.org/wiki/Piazza_Archimede,
Pachino,Centro Storico,36.716,15.09,"Southernmost town of Italy’s mainland; warm, lively, and genuine.",Tomatoes and laughter share the same color.,pachino;village;historic;local-life;authentic,https://en.wikipedia.org/wiki/Pachino,
Pachino,Morghella,36.734,15.082,Coastal hamlet with small beaches and fishing boats.,Salt crusts on everything — even memories.,pachino;coast;fishing;village;quiet,MISSING,
Pachino,Granelli,36.678,14.967,Long beach with dunes and shallow water; relaxed and wild.,Children build castles that the sea gently edits.,pachino;beach;family;relax;natural,MISSING,
Pachino,Contrada Chiappa,36.693,15.06,Countryside near the coast with farms and vines.,Fields hum under the sun’s command.,pachino;countryside;vineyard;farm;quiet,MISSING,
Pachino,Isola delle Correnti,36.648,15.061,"Southern tip of Sicily, where two seas meet — Ionian and Mediterranean.",Waves collide like old lovers reuniting.,pachino;island;sea;view;landmark,https://en.wikipedia.org/wiki/Isola_delle_Correnti,
Palermo,Albergheria,38.1116,13.3599,"Old neighborhood near Ballarò; raw, colorful, loud.",Chaos wearing its Sunday best.,palermo;market;neighborhood;authentic;urban,https://en.wikipedia.org/wiki/Albergheria,
Palermo,Il Capo (market),38.1191,13.3538,"Historic street market of Palermo; food, voices, and poetry in dialect.",The air is edible here.,palermo;market;food;heritage;local-life,https://en.wikipedia.org/wiki/Il_Capo_(Palermo),
Palermo,Monte di Pietà,38.1171,13.3569,Central quarter wrapped around old churches and narrow alleys.,Where sunlight and gossip share the same streets.,palermo;historic;urban;baroque;authentic,MISSING,
Palermo,Politeama,38.125,13.3561,"Modern heart of Palermo; theaters, cafés, and late-night rhythm.","Caffeine and ambition, Sicilian edition.",palermo;urban;theater;nightlife;modern,MISSING,MISSING
Palermo,Zisa (Castle),38.1168,13.3411,Arab-Norman palace with gardens and cool halls.,Geometry made of faith and shadow.,palermo;castle;heritage;arab-norman;unesco,"https://en.wikipedia.org/wiki/Zisa,_Palermo",
Palermo,Uditore (Parco Uditore),38.1295,13.3278,"Green park west of the center; families, dogs, and laughter.",Peace reclaimed from asphalt.,palermo;park;urban;family;local-life,MISSING,
Palermo,Mondello,38.2008,13.3231,Art Nouveau beach suburb of Palermo; turquoise water and gelato stands.,"Sand, sun, and stylish laziness.",palermo;beach;artnouveau;summer;popular,https://en.wikipedia.org/wiki/Mondello,
Palermo,Sferracavallo (port),38.2006,13.2754,Fishing village west of Palermo; seafood heaven.,"The sea is the menu, the cook, and the applause.",palermo;village;fishing;seafood;authentic,https://en.wikipedia.org/wiki/Sferracavallo,
Palermo,Addaura,38.192,13.3513,Coastal stretch with caves and elegant villas.,Where prehistory meets aperitivo hour.,palermo;coast;cave;historic;luxury,https://en.wikipedia.org/wiki/Addaura,
