id,main,sub,category,name,lat,lon,street_address,short_desc,tucci_story,tags,source_url,quirk_level,
acireale_centro_storico_caffe_del_teatro_01,Augusta,Brucoli,village,Borgo di Brucoli,37.268,15.18,"Brucoli, 96011 Augusta SR, Italy","Fishing village with stone houses, sea caves, and a small marina.","Anchors, laundry lines, and slow dinners by the tide.",augusta;village;harbor;local-life;authentic,https://en.wikipedia.org/wiki/Brucoli,4,
acireale_centro_storico_duomo_01,Caltagirone,Centro Storico,square,Piazza Municipio,37.23953,14.51462,"Piazza Municipio, 95041 Caltagirone (CT)",Main civic square with the 18th-century town hall and clock tower.,"Sun on marble steps, echoing voices, and a slow city heartbeat.",square;historic;architecture;urban,https://en.wikipedia.org/wiki/Caltagirone,2,
acireale_centro_storico_pinacoteca_zelantea_01,Caltanissetta,Centro Storico,square,Piazza Garibaldi,37.49105,14.06208,"Piazza Garibaldi, 93100 Caltanissetta (CL)",Central square surrounded by historic cafés and palazzi.,"The city’s pulse: slow, sun-baked, occasionally caffeinated.",square;historic;urban;local-life,https://en.wikipedia.org/wiki/Caltanissetta,2,
acireale_guardia_village_square_01,Aci Castello,Cannizzaro,neighborhood,Cannizzaro Beachfront,37.5368,15.1166,"Via Angelo Musco, 95021 Aci Castello CT, Italy",Coastal suburb between Catania and Aci Castello with rocky beaches and calm waters.,Locals linger over granite and gossip as waves tap the basalt shore.,acicastello;beach;urban;relax;sea,"https://en.wikipedia.org/wiki/Cannizzaro,_Aci_Castello",3,
acireale_pennisi_azienda_agrumi_01,Aci Castello,Capo Mulini,village,Capo Mulini Harbor,37.6111,15.1757,"Piazza Sant’Anna, 95024 Capo Mulini CT, Italy",Small fishing village known for seafood trattorias and lava cliffs.,The scent of grilled fish and sea salt rides the evening wind.,acicastello;harbor;seafood;coastal;authentic,https://en.wikipedia.org/wiki/Capo_Mulini,4,
acireale_pennisi_church_01,Castelbuono,Castello dei Ventimiglia,castle,Castello dei Ventimiglia,37.9331,14.0919,"Piazza Castello, 90013 Castelbuono (PA)",14th-century castle housing the Civic Museum and relics of Saint Anne.,"Stone, pride, and the faint smell of wax and devotion.",castle;museum;heritage;landmark,https://en.wikipedia.org/wiki/Castello_dei_Ventimiglia,4,
acireale_pozzillo_bar_azzurro_01,Butera,Falconara,castle,Castello di Falconara,37.145,14.178,"Contrada Falconara, 93011 Butera CL, Italy",Seaside fortress turned noble residence with private access to the beach.,Waves hit the walls like applause for old battles.,butera;castle;coast;romantic;heritage,https://en.wikipedia.org/wiki/Castello_di_Falconara,5,
acireale_pozzillo_beach_01,Avola,Avola Antica,nature,Riserva Naturale Cavagrande del Cassibile,36.9242,15.0849,"SP4 Cassibile–Avola Antica, 96012 Avola SR, Italy",Vast canyon with turquoise pools and hiking trails down limestone cliffs.,The air smells of wild thyme and ancient river prayers.,avola;nature;reserve;hiking;swimming,https://en.wikipedia.org/wiki/Cavagrande_del_Cassibile,5,
acireale_santa_maria_la_scala_porticciolo_01,Agrigento,Centro Storico,museum,Casa Natale di Luigi Pirandello,37.2898,13.5834,"Contrada Caos, 92100 Agrigento AG, Italy","Home of the Nobel Prize–winning writer, now a museum of his life and manuscripts.","Ink, dust, and the quiet rebellion of Sicilian thought.",agrigento;museum;literature;heritage;culture,https://en.wikipedia.org/wiki/Luigi_Pirandello,4,
acireale_santa_maria_la_scala_trattoria_il_porto_01,Castelbuono,Piano Sempria,park,Parco delle Madonie (access point),37.9369,14.0855,"Località Piano Sempria, 90013 Castelbuono (PA)",Access point to Madonie Park trails and picnic zones.,Beech trees and silence so thick you could spread it on bread.,park;nature;hiking;mountain,https://en.wikipedia.org/wiki/Madonie,3,
acireale_stazzo_bar_saint_vincent_01,Augusta,Megara Hyblaea (archaeological site),archaeological_site,Megara Hyblaea,37.223,15.18,"SS114, 96011 Augusta SR, Italy",Ruins of an ancient Greek colony founded in 8th century BC.,The stones still whisper in Doric.,augusta;archaeology;greek;heritage;UNESCO,https://en.wikipedia.org/wiki/Megara_Hyblaea,5,
acireale_stazzo_piazzetta_01,Bagheria,Centro Storico,museum,Museo Guttuso – Villa Cattolica,38.082,13.512,"Via Rammacca 9, 90011 Bagheria PA, Italy",Museum dedicated to painter Renato Guttuso.,Paintings that smell of sea and protest.,bagheria;museum;art;heritage;baroque,https://en.wikipedia.org/wiki/Museo_Guttuso,4,
adrano_castello_normanno_01,Caronia,Parco dei Nebrodi (north sector),park,Ingresso Nord Parco dei Nebrodi,38.033,14.46,"SP168, 98072 Caronia (ME)",Northern entrance to Sicily’s largest natural park.,"Pines whisper, boar tracks vanish into fog.",park;nature;hiking;forest,https://en.wikipedia.org/wiki/Nebrodi,3,
adrano_centro_storico_caffetteria_mannino_01,Adrano,Ponte dei Saraceni,bridge,Ponte dei Saraceni,37.6644,14.817,"Contrada San Nicola, 95031 Adrano CT, Italy",Ancient lava-stone bridge spanning the Simeto river — Roman and Arab influences.,The wind carries water’s murmur and centuries of footsteps.,adrano;bridge;heritage;roman;arab,https://en.wikipedia.org/wiki/Ponte_dei_Saraceni,5,
adrano_centro_storico_museo_ebbe_01,Agrigento,Rupe Atenea,natural,Rupe Atenea,37.3092,13.569,"Via Duomo, 92100 Agrigento AG, Italy",Limestone ridge with ancient shrines and panoramic views over the valley.,The rock holds both myth and memory.,agrigento;landform;mythology;view;heritage,https://en.wikipedia.org/wiki/Rupe_Atenea,4,
adrano_centro_storico_panificio_barone_01,Caltagirone,Scala di Santa Maria del Monte,landmark,Scala di Santa Maria del Monte,37.23881,14.51219,"Scala Santa Maria del Monte 11, 95041 Caltagirone (CT)",Iconic 142-step staircase lined with hand-painted tiles.,Each riser a story; the whole hill a lit candle on July nights.,landmark;ceramics;unesco;view,https://en.wikipedia.org/wiki/Scala_di_Santa_Maria_del_Monte_(Caltagirone);https://www.alltrails.com/it-it/italy/sicily/caltagirone,5,
adrano_centro_storico_piazza_umberto_01,Bagheria,Solanto,castle,Castello di Solanto,38.0752,13.5394,"Via Castello, 90011 Solanto PA, Italy",Aragonese fortress guarding the small harbor.,A castle that smells faintly of tuna and nobility.,bagheria;castle;historic;romantic;sea,https://en.wikipedia.org/wiki/Solanto,4,
adrano_contrada_naviccia_farmhouse_01,Agrigento,Valle dei Templi,landmark,Tempio della Concordia,37.2906,13.5839,"Valle dei Templi, 92100 Agrigento AG, Italy",Perfectly preserved Doric temple from the 5th century BC.,Sunset paints the stones gold and time folds like silk.,agrigento;temple;archaeology;UNESCO;heritage,"https://en.wikipedia.org/wiki/Temple_of_Concordia,_Agrigento",5,
adrano_ponte_dei_saraceni_01,Agrigento,Valle dei Templi,landmark,Tempio di Eracle (Heracles),37.2886,13.5852,"Valle dei Templi, 92100 Agrigento AG, Italy",Ruins of a temple dedicated to Heracles — ancient columns rising like broken ribs.,"The wind whistles through the columns, half song, half sigh.",agrigento;temple;ruins;archaeology;heritage,"https://en.wikipedia.org/wiki/Temple_of_Heracles,_Agrigento",4,
agrigento_centro_storico_duomo_01,Bagheria,Villa Palagonia,villa,Villa Palagonia,38.079,13.5122,"Piazza Garibaldi 3, 90011 Bagheria PA, Italy",18th-century Baroque villa famed for grotesque statues.,Marble monsters grin; you grin back.,bagheria;villa;baroque;heritage;architecture,https://en.wikipedia.org/wiki/Villa_Palagonia,5,
agrigento_centro_storico_pirandello_house_01,Aci Castello,Centro Storico,cafe,Caffè del Castello,37.557,15.1519,"Piazza Castello 8, 95021 Aci Castello CT, Italy","Tiny espresso bar facing the Norman castle, open since the 1950s.","A stool, a sea view, and a barista who’s seen every sunrise since 1973.",cafe;local;heritage;sea-view,"https://www.google.com/maps?q=37.557,15.1519",3,
agrigento_centro_storico_via_atenea_01,Adrano,Centro Storico,cafe,Caffetteria Mannino,37.6632,14.8329,"Via Garibaldi 9, 95031 Adrano CT, Italy",Local café known for pistachio pastries and almond granita.,"A marble counter, the click of cups, and gossip in dialect older than Italy.",adrano;cafe;local;dessert;heritage,"https://www.google.com/maps?q=37.6632,14.8329",3,
agrigento_montaperto_agriturismo_01,Caronia,Centro Storico,restaurant,Trattoria Antica Caronia,38.0171,14.4668,"Via Vittorio Emanuele 8, 98072 Caronia (ME)",Local trattoria known for pasta al nero di seppia and swordfish.,Aroma of fried garlic spills into the cobbled street.,restaurant;local;food;heritage,"https://www.google.com/maps?q=38.0171,14.4668",2,
agrigento_montaperto_church_01,Capo d’Orlando,Piscittina,park,Parco Urbano Piscittina,38.1443,14.734,"Via Consolare Antica, 98071 Capo d’Orlando (ME)",Urban park with open-air events and olive trees.,Music drifts across the grass; someone’s always late but smiling.,park;local;events;green,"https://www.google.com/maps?q=38.1443,14.734",2,
agrigento_rupe_atenea_outcrop_01,Alicudi,Alicudi Porto,bar,Bar da Antonietta,38.5482,14.3512,"Via Porto, 98050 Alicudi ME, Italy","The only true café-bar on the island, known for espresso, granita, and gossip.","Plastic chairs, sea spray, and someone always asking when the next ferry comes.",alicudi;cafe;local;harbor;authentic,"https://www.google.com/maps?q=38.5482,14.3512",3,
agrigento_rupe_atenea_panoramic_cafe_01,Bronte,Centro Storico,shop,Panificio Masaniello,37.78716,14.83427,"Via Umberto 176, 95034 Bronte (CT)",Family bakery known for pistachio bread and ‘impanata’.,"Warm dough, green crumbs, and laughter behind the counter.",shop;bakery;food;local,"https://www.google.com/maps?q=37.78716,14.83427",2,
agrigento_valle_dei_templi_museum_01,Caltagirone,Centro Storico,shop,Ceramiche Grazia,37.23798,14.51176,"Via Principe Amedeo 17, 95041 Caltagirone (CT)",Workshop producing hand-painted ceramic plates and vases.,Everything gleams — even the dust tries to look artistic.,shop;ceramics;workshop;heritage,"https://www.google.com/maps?q=37.23798,14.51176",3,
agrigento_valle_dei_templi_temple_concordia_01,Agrigento,Villaggio Mosè,cafe,Pasticceria Le Cuspidi,37.2893,13.5828,"Viale Leonardo Sciascia 208, 92100 Villaggio Mosè AG, Italy",Iconic pastry shop famous for Sicilian cassata and pistachio gelato.,"Sugar, almonds, and pride baked into every layer.",agrigento;dessert;cafe;local;heritage,"https://www.google.com/maps?q=37.2893,13.5828",3,
agrigento_valle_dei_templi_temple_heracles_01,Bagheria,Centro Storico,square,Piazza Garibaldi,38.0796,13.5115,"Piazza Garibaldi, 90011 Bagheria PA, Italy",Main square surrounded by cafés and gelaterie.,"Espresso, exhaust, and eternal debate.",bagheria;square;urban;local-life;cafe,"https://www.google.com/maps?q=38.0796,13.5115",2,
agrigento_villaggio_mose_pasticceria_01,Acireale,Pennisi,shop,Azienda Agricola Pennisi Agrumi,37.629,15.1177,"Via Pennisi 45, 95024 Acireale CT, Italy","Family farm selling local lemons, honey, and marmalade.","Hands sticky with citrus, laughter echoing from the packing shed.",acireale;farm;local;produce;citrus,"https://www.google.com/maps?q=37.629,15.1177",3,
agrigento_villaggio_mose_sanctuary_01,Butera,Piano Marina,beach,Spiaggia di Piano Marina,37.156,14.168,"SP31, 93011 Butera CL, Italy",Flat sandy strip south of Butera; quiet beaches and olive groves.,"Wind, salt, and the patience of the Mediterranean.",butera;beach;coastal;quiet;natural,"https://www.google.com/maps?q=37.156,14.168",2,
alicudi_contrada_bazzina_beach_01,Bagheria,Centro Storico,market,Mercato di Bagheria,38.0803,13.5086,"Corso Umberto I, 90011 Bagheria PA, Italy",Open-air market bursting with produce and gossip.,Every tomato has an opinion.,bagheria;market;food;urban;culture,"https://www.google.com/maps?q=38.0803,13.5086",3,
alicudi_contrada_sgurbio_01,Capo d’Orlando,San Gregorio,restaurant,Trattoria da Totò,38.1465,14.7271,"Via Andrea Doria 2, 98071 Capo d’Orlando (ME)",Family-run seafood trattoria near the beach.,"Octopus, white wine, and a sunburn that’s worth it.",restaurant;seafood;local;family-run,"https://www.google.com/maps?q=38.1465,14.7271",2,
alicudi_contrada_tonna_church_01,Avola,Gallina,beach,Spiaggia di Gallina,36.889,15.16,"Contrada Gallina, 96012 Avola SR, Italy","Quiet sandy cove south of Avola, popular with locals.",The sea forgets how to be loud here.,avola;beach;secluded;relax;swimming,"https://www.google.com/maps?q=36.889,15.16",3,
alicudi_montagna_old_house_01,Caronia,Caronia Superiore,viewpoint,Belvedere di Caronia,38.0298,14.4643,"Via Belvedere, 98072 Caronia (ME)",Scenic viewpoint overlooking the Tyrrhenian coast and Nebrodi hills.,"The horizon looks painted, then moves with the clouds.",viewpoint;panorama;nature;heritage,"https://www.google.com/maps?q=38.0298,14.4643",2,
alicudi_montagna_path_01,Caltagirone,Centro Storico,cafe,Caffè Luca,37.23791,14.51194,"Via Principe Amedeo 23, 95041 Caltagirone (CT)","Small bar serving granita, cannoli, and almond pastries.",Sugar and ceramic dust — the city’s twin addictions.,cafe;pastry;granita;local-life,"https://www.google.com/maps?q=37.23791,14.51194",1,
alicudi_porto_01,Caltanissetta,Contrada Mimiani,shop,Azienda Agricola Mimiani,37.4799,14.0459,"Contrada Mimiani, SP5, 93100 Caltanissetta (CL)",Organic olive and almond farm with tastings by appointment.,"Earth, oil, and a hospitality that feels pre-digital.",farm;olive;local;artisan,"https://www.google.com/maps?q=37.4799,14.0459",3,
alicudi_porto_bar_antonietta_01,Castelbuono,Piano Sempria,viewpoint,Belvedere di Piano Sempria,37.937,14.0856,"Via Piano Sempria, 90013 Castelbuono (PA)",High meadow with panoramic view over Madonie hills.,"Wind, bells, and clouds rehearsing their daily performance.",viewpoint;nature;mountain;relax,"https://www.google.com/maps?q=37.937,14.0856",2,
augusta_brucoli_castle_01,Bronte,Centro Storico,street,Corso Umberto I,37.78745,14.8345,"Corso Umberto I, 95034 Bronte (CT)","Main street lined with cafés, bakeries, and 19th-century façades.",Afternoons move to the rhythm of footsteps and espresso spoons.,street;urban;local-life;shopping,"https://www.google.com/maps?q=37.78745,14.8345",1,
augusta_brucoli_village_01,Bronte,Centro Storico,square,Piazza Spedalieri,37.78623,14.83279,"Piazza Spedalieri, 95034 Bronte (CT)",Central square with war memorial and views toward Etna.,Old men debate the weather like philosophers of ash.,square;view;urban;heritage,"https://www.google.com/maps?q=37.78623,14.83279",1,
augusta_castello_frederick_01,Aci Castello,Aci Trezza,bar,Bar Lava Rock,37.5612,15.1617,"Via Lungomare dei Ciclopi 52, 95021 Aci Trezza CT, Italy","Cocktail bar facing the Faraglioni, popular with divers and night swimmers.","Laughter, salt on glasses, and the sea pretending to listen.",bar;view;local;heritage,"https://www.google.com/maps?q=37.5612,15.1617",3,
augusta_faro_santa_croce_01,Bronte,Centro Storico,park,Villa Comunale di Bronte,37.78783,14.82896,"Via Vittorio Emanuele III, 95034 Bronte (CT)",Public park with 19th-century palms and benches facing Etna.,A pause of green in the city’s pistachio heart.,park;garden;view;urban,"https://www.google.com/maps?q=37.78783,14.82896",2,
augusta_faro_santa_croce_cafe_01,Agrigento,Montaperto,agriturismo,Agriturismo Passo dei Briganti,37.3345,13.5479,"C.da Montaperto 18, 92100 Agrigento AG, Italy",Farm-stay offering traditional food and views toward the temples.,"Bread, oil, wine — Sicily in edible form.",agrigento;farmstay;food;local;heritage,"https://www.google.com/maps?q=37.3345,13.5479",3,
augusta_isola_di_augusta_01,Agrigento,Rupe Atenea,cafe,Caffè Panoramico Rupe Atenea,37.3094,13.5693,"Via Duomo 46, 92100 Agrigento AG, Italy",Café perched on the ridge with sweeping views of Valle dei Templi.,Locals drink espresso slow enough to rival the centuries below.,agrigento;cafe;panoramic;heritage;local-life,"https://www.google.com/maps?q=37.3094,13.5693",3,
augusta_megara_hyblaea_01,Acireale,Santa Maria la Scala,trattoria,Trattoria Il Porto,37.6113,15.1694,"Via Marina 42, 95024 Santa Maria la Scala CT, Italy",Family-run seafood trattoria overlooking the port.,"The grill sizzles, seagulls argue, and someone opens a bottle too early.",acireale;seafood;local;harbor;authentic,"https://www.google.com/maps?q=37.6113,15.1694",3,
augusta_monte_tauro_church_01,Adrano,Centro Storico,shop,Panificio Barone,37.6634,14.8334,"Via Roma 46, 95031 Adrano CT, Italy",Bakery famous for crisp “scacciate” and sesame bread.,"Bread scent spills into the street, calling to anyone still awake.",adrano;bakery;artisan;local;heritage,"https://www.google.com/maps?q=37.6634,14.8334",3,
augusta_monte_tauro_trail_01,Bronte,Centro Storico,monument,Fontana dei Cavalieri,37.78702,14.83205,"Piazza Rosario, 95034 Bronte (CT)",Decorative fountain with lava-stone lions.,The water murmurs old gossip to the pigeons.,monument;heritage;fountain;urban,"https://www.google.com/maps?q=37.78702,14.83205",1,
augusta_porto_military_area_01,Bagheria,Aspra,church,Chiesa Maria SS. Addolorata,38.1049,13.4991,"Via San Marco 18, 90011 Aspra PA, Italy",Parish church overlooking the sea with baroque façade.,The hymns rise with the smell of salt.,bagheria;church;heritage;village;authentic,"https://www.google.com/maps?q=38.1049,13.4991",3,
avola_antica_cavagrande_01,Bagheria,Monte Catalfano,viewpoint,Belvedere di Monte Catalfano,38.1095,13.518,"Via Monte Catalfano, 90011 Bagheria PA, Italy",Panoramic overlook of the Gulf of Palermo.,Light curls around the coastline like smoke.,bagheria;viewpoint;hiking;nature;photo,"https://www.google.com/maps?q=38.1095,13.518",2,
avola_antica_ruins_01,Capo d’Orlando,San Gregorio,cafe,Bar Onda Blu,38.146,14.7268,"Via Andrea Doria 4, 98071 Capo d’Orlando (ME)","Beachfront bar for granite, cocktails and slow afternoons.",The ice melts faster than the day ends.,cafe;bar;beach;local,"https://www.google.com/maps?q=38.146,14.7268",1,
avola_antica_san_rocco_church_01,Acireale,Centro Storico,cafe,Caffè del Teatro Bellini,37.6126,15.1634,"Via Romeo 21, 95024 Acireale CT, Italy","Historic café facing Teatro Bellini, famous for granite and cannoli.","Coffee, laughter, and a waiter who still wears a vest in summer heat.",acireale;cafe;heritage;local-life;dessert,"https://www.google.com/maps?q=37.6126,15.1634",3,
avola_borgellusa_marina_01,Augusta,Faro Santa Croce,cafe,Caffè Faro Santa Croce,37.2279,15.2454,"Contrada Santa Croce, 96011 Augusta SR, Italy",Seafront café beside the lighthouse serving granita and pastries.,"Sugar, sea spray, and the faint rhythm of the light’s rotation.",augusta;cafe;seaside;local;authentic,"https://www.google.com/maps?q=37.2279,15.2454",3,
avola_borgellusa_trattoria_01,Caltagirone,Centro Storico,shop,Pasticceria Corum,37.23914,14.51402,"Corso Vittorio Emanuele 100, 95041 Caltagirone (CT)",Pastry shop blending traditional Sicilian sweets and modern style.,The scent of pistachio cream beats any cathedral bell.,shop;pastry;dessert;local,"https://www.google.com/maps?q=37.23914,14.51402",2,
avola_gallina_beach_01,Caltagirone,Centro Storico,shop,Ceramiche Terracotta,37.23831,14.51188,"Via Principe Amedeo 20, 95041 Caltagirone (CT)",Family-run pottery studio showcasing traditional Moor heads.,"Kiln doors creak, and paintbrushes hum their hymn.",shop;ceramics;artisan;traditional,"https://www.google.com/maps?q=37.23831,14.51188",3,
avola_gallina_reserve_access_01,Aci Castello,Aci Trezza,trattoria,Trattoria Il Gambero Rosso,37.5613,15.1621,"Via Lungomare dei Ciclopi 88, 95021 Aci Trezza CT, Italy","Seafood restaurant right by the pier, loved by locals for decades.","Octopus on the grill, laughter under striped awnings, the tide as applause.",trattoria;seafood;harbor;authentic,"https://www.google.com/maps?q=37.5613,15.1621",4,
avola_pantanello_beach_01,Bronte,Centro Storico,cafe,Gelateria del Pistacchio,37.78686,14.83248,"Via Umberto 195, 95034 Bronte (CT)",Artisan gelato and granita made with Bronte DOP pistachios.,Cold sweetness and Etna’s dust still on your shoes.,cafe;gelato;pistachio;local-life,"https://www.google.com/maps?q=37.78686,14.83248",2,
avola_pantanello_boardwalk_01,Acireale,Stazzo,bar,Bar Saint Vincent,37.639,15.1836,"Piazza Mantova 9, 95024 Stazzo CT, Italy","Beloved local bar for granite and aperitivi, facing the harbor.","Plastic chairs, orange spritz, and laughter tangled in the wind.",acireale;bar;granita;local-life;seaside,"https://www.google.com/maps?q=37.639,15.1836",3,
bagheria_aspra_church_01,Caronia,Marina di Caronia,harbor,Porticciolo di Marina di Caronia,38.0294,14.4707,"Via del Mare, 98072 Marina di Caronia (ME)",Small fishing harbor and pier with colorful boats.,"Diesel, salt, and soft voices repairing nets.",harbor;fishing;local;coastal,"https://www.google.com/maps?q=38.0294,14.4707",2,
bagheria_aspra_museum_01,Bronte,Centro Storico,shop,Artigianato Etneo – Ceramiche & Legno,37.7869,14.8337,"Via Umberto 181, 95034 Bronte (CT)",Local crafts shop selling handmade ceramics and wooden icons.,Everything glazed with pride and fingerprints.,shop;artisan;ceramics;handmade,"https://www.google.com/maps?q=37.7869,14.8337",2,
bagheria_aspra_porto_01,Caltagirone,Centro Storico,shop,Bottega Tornatore,37.23856,14.51203,"Via Principe Amedeo 12, 95041 Caltagirone (CT)",Small artisan ceramic workshop specializing in tiles and plates.,"Clay, coffee, and faint radio music — Sicilian perfection.",shop;ceramics;artisan;craft,"https://www.google.com/maps?q=37.23856,14.51203",3,
bagheria_centro_storico_market_01,Castelbuono,Centro Storico,cafe,Bar Sant’Anna,37.9334,14.0895,"Via Sant’Anna 10, 90013 Castelbuono (PA)",Historic café near the main square serving granite and cocktails.,The chatter never dies — it just changes topics.,cafe;historic;bar;local-life,"https://www.google.com/maps?q=37.9334,14.0895",1,
bagheria_centro_storico_piazza_01,Caltanissetta,Centro Storico,shop,Ceramiche Tornatora,37.49112,14.06303,"Corso Vittorio Emanuele II 68, 93100 Caltanissetta (CL)",Ceramic workshop and souvenir shop with hand-painted plates.,"Glaze, chatter, and that satisfying clink of craft.",shop;ceramics;artisan;local,"https://www.google.com/maps?q=37.49112,14.06303",2,
bagheria_coast_trail_01,Caltagirone,Centro Storico,shop,Panificio Villa,37.23899,14.5145,"Via Principe Umberto 11, 95041 Caltagirone (CT)",Traditional bakery with almond cookies and sesame bread.,The smell alone could convert a saint.,shop;bakery;local;food,"https://www.google.com/maps?q=37.23899,14.5145",2,
bagheria_mongerbino_cliff_01,Caltanissetta,Centro Storico,cafe,Bar Amicizia,37.49088,14.06172,"Corso Vittorio Emanuele II 26, 93100 Caltanissetta (CL)","Classic bar serving arancini, cassatine, and espresso all day.",The kind of place where gossip and steam rise together.,cafe;pastry;local;historic,"https://www.google.com/maps?q=37.49088,14.06172",1,
bagheria_monte_catalfano_belvedere_01,Avola,Pantanello,beach,Spiaggia di Pantanello,36.904,15.132,"Lungomare Pantanello, 96012 Avola SR, Italy",Central sandy beach with calm turquoise waters and beach bars.,"Families, umbrellas, and a rhythm older than tourism.",avola;beach;family;swimming;local,"https://www.google.com/maps?q=36.904,15.132",3,
bagheria_monte_catalfano_park_01,Acireale,Pozzillo,bar,Bar Azzurro,37.6747,15.1834,"Via Marina 21, 95024 Pozzillo CT, Italy",Blue-painted seaside bar with cold beer and fried calamari.,The jukebox works only when it feels like it.,acireale;bar;harbor;local;relax,"https://www.google.com/maps?q=37.6747,15.1834",2,
bagheria_san_cataldo_villa_01,Caltagirone,Centro Storico,restaurant,Trattoria Corona,37.23805,14.51232,"Via Luigi Sturzo 21, 95041 Caltagirone (CT)","Classic Sicilian trattoria near the staircase, famous for pasta alla norma.",The scent of fried aubergine lingers longer than the prayers from the steps.,restaurant;local;food;heritage,"https://www.google.com/maps?q=37.23805,14.51232",2,
bagheria_san_giovanni_church_01,Aci Castello,Centro Storico,trattoria,Trattoria Santa Maura,37.5569,15.152,"Via Savoia 4, 95021 Aci Castello CT, Italy",Family trattoria serving swordfish and pistachio pasta.,"The clang of plates, the smell of grilled fish, and someone singing out of tune.",trattoria;seafood;local;harbor,"https://www.google.com/maps?q=37.5569,15.152",4,
bagheria_solanto_castle_01,Caltagirone,Centro Storico,cafe,Bar del Teatro,37.23844,14.51344,"Via Vittorio Emanuele 123, 95041 Caltagirone (CT)","Historic café near the old civic theater, open since 1930s.","A soft clink of spoons, and the slow swirl of lemon granita.",cafe;historic;local-life,"https://www.google.com/maps?q=37.23844,14.51344",1,
